 "3","'S e Bheunas an dàrna planaid bhon Ghrèin",,"a","Venus is the second planet from the Sun",,
 "3","'S e Iupatar an còigeamh planaid bhon Ghrèin, agus a' phlanaid as motha sa Chrios-grèine",,"a","Jupiter is the fifth planet from the Sun and the largest planet in the Solar System",,
 "3","'S e Màrs an ceathramh planaid bhon Ghrèin",,"a","Mars is the fourth planet from the Sun",,
 "3","'S e Neiptiun an t-ochdamh planaid bhon Ghrèin agus an tè is fhaide air falbh bhuaipe",,"a","Neptune is the eighth and farthest planet from the Sun",,
 "3","'S e Pluto an nì as motha ann an Crios Kuiper",,"a","Pluto is the largest object in the Kuiper belt",,
 "3","'S e Satharn an t-siathamh planaid bhon Ghrèin",,"a","Saturn is the sixth planet from the Sun",,
 "3","'S e Urànas an t-seachdamh planaid bhon Ghrèin",,"a","Uranus is the seventh planet from the Sun",,
 "3","(an) còrr","m","a","remainder",,
 "3","(dèan) dealbh","v","a","draw",,
 "3","(gu) rianail","","a","systematically",,
 "3","(na) grèine","a","a","solar",,
 "3","(rud) air atharrachadh","a","a","adjusted",,
 "3","10 Iuchar",,"a","10 July",,
 "3","10mh (An t-) Iuchar",,"a","10th of July",,
 "3","11 Lùnastal",,"a","11 August",,
 "3","11 Samhain",,"a","11 November",,
 "3","11mh (An t-)Samhain",,"a","11th of November",,
 "3","11mh (An) Lùnastal",,"a","11th of August",,
 "3","12 Dùbhlachd",,"a","12 December",,
 "3","12na (An) Dùbhlachd",,"a","12th of December",,
 "3","17 Faoilleach",,"a","17 January",,
 "3","17mh (Am) Faoilleach",,"a","17th of January",,
 "3","18 Ògmhios",,"a","18 June",,
 "3","18mh (An t-) Ògmhios",,"a","18 of June",,
 "3","19 Sultain",,"a","19 September",,
 "3","19mh (An t-) Sultain",,"a","19th of September",,
 "3","2 cuir-ris 4 = 6",,"a","2 plus 4 = 6",,
 "3","23 Màrt",,"a","23 March",,
 "3","23mh (Am) Màrt",,"a","23rd of March",,
 "3","24 Gearran",,"a","24 February",,
 "3","24-uarach",,"a","24 hour",,
 "3","24mh (An) Gearran",,"a","24th of February",,
 "3","25 Giblean",,"a","25 April",,
 "3","25mh (An) Giblean",,"a","25th of April",,
 "3","26 Cèitean",,"a","26 May",,
 "3","26mh (An) Cèitean",,"a","26th of May",,
 "3","7mh còrd ceannasach",,"a","dominant 7th chord",,
 "3","8 Dàmhair",,"a","8 October",,
 "3","8mh (An) Dàmhair",,"a","8th of October",,
 "3","A' Chiad Chogadh",,"a","The First World War",,
 "3","A' Chiad Chogadh",,"a","World War One",,
 "3","A' Chruthaigheachd","f","a","Creation",,
 "3","A' togail a' Churraicealaim",,"a","Building the Curriculum",,
 "3","A-nis A' cluich",,"a","Now Playing",,
 "3","Achd Compàirteachas Phàrantan (2006)",,"a","Parental Involvement Act 2006",,
 "3","Achd Glèidhteachas Nàdair",,"a","Nature Conservation Act",,
 "3","Achd Pàrlamaid",,"a","Act of Parliament",,
 "3","Achd na Slàinte",,"a","Health Act",,
 "3","Afro-Àisianach","a","a","Afro-Asiatic",,
 "3","Aidmheinteach","m","a","Adventist",,
 "3","Aidmheinteil","a","a","Adventist",,
 "3","Ainmean Àite na h-Alba",,"a","Gaelic Place Names of Scotland",,
 "3","Air Ais (Ann) An Tiota",,"a","Be Right Back",,
 "3","Albais","f","a","Scots",,
 "3","Altaig","a","a","Altaic",,
 "3","Altaig","f","a","Altaic",,
 "3","Am Brag Mòr","m","a","The Big Bang",,
 "3","Am Bìoball",,"a","The Bible",,
 "3","Am Partaidh Nàsach",,"a","Nazi Party",,
 "3","Am Partaidh Nàsach",,"a","The Nazi Party",,
 "3","Am Pòla a Deas","m","a","South Pole",,
 "3","Am Pòla a Tuath","m","a","North Pole",,
 "3","Ameireaganach","a","a","American",,
 "3","An Cogadh Mòr",,"a","The Great War",,
 "3","An Coimisean Eòrpach",,"a","European Commission",,
 "3","An Crios-grèine",,"a","The Solar System",,
 "3","An Dara Geàrr-Chunntas",,"a","Second Summary",,
 "3","An Dàrna Cogadh",,"a","The Second World War",,
 "3","An Dàrna Cogadh",,"a","World War Two",,
 "3","An Dùbhlachd",,"a","December",,
 "3","An Eaglais Mheatodach agus eaglaisean co-cheangailte",,"a","Methodist and related churches",,
 "3","An Eaglais Shaor Leantainneach",,"a","Free Church (Continuing)",,
 "3","An Leabhar",,"a","The Book",,
 "3","An Rìoghachd Aonaichte",,"a","United Kingdom",,
 "3","An Seann Tiomnadh (Tanakh)",,"a","Old Testament (Tanakh)",,
 "3","An Taisbeanadh (Apocalypse)",,"a","Revelation (Apocalypse)",,
 "3","An Talamh",,"a","planet Earth",,
 "3","An Talamh",,"a","planet earth",,
 "3","An Tiomnadh Nuadh",,"a","New Testament",,
 "3","An Tionndadh Uaine",,"a","The Green Revolution",,
 "3","An Treas Geàrr-chunntas",,"a","Third Summary",,
 "3","An t-Aonadh Eòrpach",,"a","European Union",,
 "3","An t-Arm Dùthchail",,"a","Territorial Army",,
 "3","An t-Eilean Naomh",,"a","Holy Island",,
 "3","An t-Seirbheis Chatharra",,"a","The Civil Service",,
 "3","An t-Slighe gu Sàr Mhathas",,"a","Journey to excellence",,
 "3","An t-Sultain",,"a","September",,
 "3","Anglo-Sagson",,"a","Anglo-Saxon",,
 "3","Aoigheachd - Teisteanais Nàiseanta",,"a","Hospitality - National Qualifications",,
 "3","Ar-a-mach na Frainge",,"a","The French Revolution",,
 "3","Ar-a-mach nan Seumasach",,"a","The Jacobite Rebellion",,
 "3","Arabais","f","a","Arabic",,
 "3","Arastotalach","a","a","Aristotelian",,
 "3","Astronìsianach","a","a","Austronesian",,
 "3","Babachd","m","a","Babism",,
 "3","Baisteach","a","a","Baptist",,
 "3","Baisteach","m","a","Baptist",,
 "3","Baistich, Deisciobail Chrìosd agus Aidmheintich",,"a","Baptist, Disciples of Christ and Adventist",,
 "3","Ball Pàrlamaid",,"a","Member of Parliament",,
 "3","Ball Pàrlamaid na h-Alba",,"a","Member of the Scottish Parliament",,
 "3","Ball Pàrlamaid na h-Eòrpa",,"a","Member of the European Parliament",,
 "3","Ballrachd RSS",,"a","RSS Subscriptions",,
 "3","Ban-dia Sicilia",,"a","Goddess of Sicily",,
 "3","Beurla","f","a","English",,
 "3","Bheunas","f","a","Venus",,
 "3","Bhictoria","f","a","Victoria",,
 "3","Biathadh RSS",,"a","RSS Feed",,
 "3","Bith-eòlas","m","a","Biology",,
 "3","Bliadhn' Ùr Mhath",,"a","Happy New Year",,
 "3","Bliadhna Mhath Ùr",,"a","Happy New Year",,
 "3","Blàr Allt a’ Bhonnaich",,"a","Battle of Bannockburn",,
 "3","Blàr Chùil Lodair",,"a","Battle of Culloden",,
 "3","Blàr na Leargaidh Ghallta",,"a","Battle of Largs",,
 "3","Blàr na h-Eaglaise Brice",,"a","Battle of Falkirk",,
 "3","Bodach na Nollaig",,"a","Father Christmas",,
 "3","Boycott Bhusaichean Mhontgomery",,"a","Montgomery Bus Boycott",,
 "3","Breith Chrìosd",,"a","Nativity",,
 "3","Budach","a","a","Buddhist",,
 "3","Budach","m","a","Buddhist",,
 "3","Budachd","f","a","Buddhism",,
 "3","Bìoball","m","a","Bible",,
 "3","Calum MacGumaraid",,"a","Malcolm Montgomery",,
 "3","Catalan","a","a","Catalan",,
 "3","Catalan","m","a","Catalan",,
 "3","Catriona Mhòr",,"a","Catherine the Great",,
 "3","Ceannard Fiosrachadh Oileanach",,"a","Head of Student Information",,
 "3","Ceannard-sgoile",,"a","Headteacher",,
 "3","Ceilteach","a","a","Celtic",,
 "3","Ceimigeachd","f","a","Chemistry",,
 "3","Ceimigeachd agus saidheansan co-cheangailte",,"a","Chemistry and allied sciences",,
 "3","Ceimigeachd anailiseach",,"a","Analytical chemistry",,
 "3","Ceimigeachd fhiosaigeach",,"a","Physical chemistry",,
 "3","Ceimigeachd fhàs-bheairteach",,"a","Organic chemistry",,
 "3","Ceimigeachd neo-fhàs-bheairteach",,"a","Inorganic chemistry",,
 "3","Ceiteag NicGumraid",,"a","Katie Montgomery",,
 "3","Ceàird an Sgrìobhaiche",,"a","Writer's Craft",,
 "3","Chan eil","","a","No",,
 "3","Chan eil X an urra ri làraich a-muigh",,"a","X is not responsible for external sites",,
 "3","Clachan-ciùird Bhaile na Cille",,"a","Balnakeil Craft Village",,
 "3","Clàir-innse",,"a","Contents",,
 "3","Clàr Gineòm a Chinne-daonna",,"a","Human Genome Project",,
 "3","Clàr nan Eileamaidean",,"a","Periodic Table of Elements",,
 "3","Clàr-innse","m","a","Contents",,
 "3","Clàr-innse","m","a","table of contents",,
 "3","Clàran-innse",,"a","Contents",,
 "3","Clèireach, Ath-leasaichte agus Coitheanalach",,"a","Presbyterian, Reformed and Congregational",,
 "3","Co-bhanntachd Lìon na Cruinne",,"a","World Wide Web Consortium",,
 "3","Co-phàirt Lìn",,"a","Web Part",,
 "3","Cogadh Iraq",,"a","the Iraq War",,
 "3","Cogadh nan Eilean Faclanach",,"a","the Falklands War",,
 "3","Coimisean na Croitearachd",,"a","Crofting Commission",,
 "3","Coimpiutaireachd",,"a","Computing",,
 "3","Coimpiutaireachd","f","a","Computing",,
 "3","Coimpiutaireachd - Teisteanais Nàiseanta",,"a","Computing - National Qualifications",,
 "3","Coitheanalach","a","a","Congregational",,
 "3","Coitheanalan agus òrdughan cràbhach",,"a","Religious congregations and orders",,
 "3","Comhairle na Slàinte",,"a","Health Council",,
 "3","Conaigean","","a","Cunningham",,
 "3","Crios Kuiper","m","a","Kuiper belt",,
 "3","Crois Bhictoria",,"a","Victoria Cross",,
 "3","Crois Dheòrsa",,"a","George Cross",,
 "3","Crois Iarainn na Gearmailt",,"a","German Iron Cross",,
 "3","Crìosd","m","a","Christ",,
 "3","Crìosdaidh","m","a","Christian",,
 "3","Crìosdaidheachd","f","a","Christianity",,
 "3","Crìosdaidheachd agus eòlas-diadhachd Crìosdail",,"a","Christianity and Christian theology",,
 "3","Crìosdaidheachd: gnàthas agus cleachdadh",,"a","Christian practice and observance",,
 "3","Crìosdail","a","a","Christian",,
 "3","Cultar, Eachdraidh agus Dualchas na h-Alba",,"a","Scotland's Culture, History and Heritage",,
 "3","Curraicealam airson Sàr-mhathais",,"a","Curriculum for Excellence",,
 "3","Cuspairean àraid ann an eachdraidh nàdarra",,"a","Specific topics in natural history",,
 "3","Cànan Mharcaidh Haidhpirteacsa (HTML)",,"a","Hypertext Markup Language (HTML)",,
 "3","Cèit",,"a","May",,
 "3","Cèitean","m","a","May",,
 "3","Còd Crois Uaine",,"a","Green Cross Code",,
 "3","Cùirt an t-Siorraidh",,"a","Sheriff Court",,
 "3","Cùmhnantan UN air Còraichean Chloinne",,"a","UN Convention on the Rights of the Child",,
 "3","Daibhidh","m","a","David",,
 "3","De na h-ochd planaidean sa Chrios-grèine, 's e Mearcair a' phlanaid as lugha agus as fhaisge air a' Ghrèin",,"a","Mercury is the smallest and closest to the Sun of the eight planets in the Solar System",,
 "3","Deadhan Facaltaidh Gnothachais agus Chur-seachadan",,"a","Dean of the Faculty of Business and Leisure",,
 "3","Deadhan Gnothachais agus Chur-seachadan",,"a","Dean of Business and Leisure",,
 "3","Deamocratach Sòisealta",,"a","Social Democrat",,
 "3","Deasbad Nàiseanta BT Alba airson Sgoiltean",,"a","BT Scotland National Schools Debate",,
 "3","Deòrsa","m","a","George",,
 "3","Deòrsa mac Iain Dheòrsa",,"a","George Campbell Hay (poet)",,
 "3","Dhòmhnallach",,"a","MacDonald (fem)",,
 "3","Dia",,"a","God",,
 "3","Diardaoin","m","a","Thursday",,
 "3","Diardaoin na Traisg",,"a","Fast Thursday",,
 "3","Diciadain","m","a","Wednesday",,
 "3","Diciadain na Luaithre",,"a","Ash Wednesday",,
 "3","Didòmhnaich","m","a","Sunday",,
 "3","Didòmhnaich a' Chuimhneachaidh",,"a","Remembrance Sunday",,
 "3","Didòmhnaich na Càisge",,"a","Easter Sunday",,
 "3","Dihaoine","m","a","Friday",,
 "3","Dihaoine a' Cheusaidh",,"a","Good Friday",,
 "3","Dihaoine na Ceusta",,"a","Good Friday",,
 "3","Dihaoine na Càisge",,"a","Good Friday",,
 "3","Diluain","m","a","Monday",,
 "3","Diluain na Caingis",,"a","Whit Monday",,
 "3","Diluain na Càisge",,"a","Easter Monday",,
 "3","Dimàirt (na h-) Inide",,"a","Shrove Tuesday",,
 "3","Disathairne","m","a","Saturday",,
 "3","Diùc Dhùn Èideann",,"a","Duke of Edinburgh",,
 "3","Drabhaidianach","a","a","Dravidian",,
 "3","Drabhaidianach","f","a","Dravidian",,
 "3","Draoidh Cur-an-sàs Clò-bhualadair Lìonra",,"a","Network Printer Installation Wizard",,
 "3","Draoidh Ruigsinneachd",,"a","Accessibility Wizard",,
 "3","Drochaid Bhictoria",,"a","Victoria Bridge",,
 "3","Dràibh Lìonra",,"a","Network Drive",,
 "3","Dràma - Teisteanais Nàiseanta",,"a","Drama - National Qualifications",,
 "3","Duais Diùc Dhùn Èideann",,"a","Duke of Edinburgh Award",,
 "3","Duaisean Foghlaim na h-Alba",,"a","Scottish Education Awards",,
 "3","Dàmhair","f","a","October",,
 "3","Dìmàirt","m","a","Tuesday",,
 "3","Dìon Chloinne",,"a","Child Protection",,
 "3","Dòmhnall Dòmhnallach",,"a","Donald MacDonald",,
 "3","Dòmhnall MacDhòmhnaill",,"a","Donald MacDonald",,
 "3","Dòmhnallach","","a","MacDonald",,
 "3","Dùbhlachd","f","a","December",,
 "3","Eachann","","a","Hector",,
 "3","Eachdraidh","f","a","History",,
 "3","Eachdraidh Afraga",,"a","History of Africa",,
 "3","Eachdraidh Ameireaga a Deas",,"a","History of South America",,
 "3","Eachdraidh Ameireaga a Tuath",,"a","History of North America",,
 "3","Eachdraidh Crìosdaidheachd",,"a","history of Christianity",,
 "3","Eachdraidh Crìosdaidheachd agus na h-eaglais Chrìosdail",,"a","History of Christianity and Christian church",,
 "3","Eachdraidh Crìosdaidheachd ann an Afraga",,"a","History of Christianity in Africa",,
 "3","Eachdraidh Crìosdaidheachd ann an Ameireaga a Deas",,"a","History of Christianity in South America",,
 "3","Eachdraidh Crìosdaidheachd ann an Ameireaga a Tuath",,"a","History of Christianity in North America",,
 "3","Eachdraidh Crìosdaidheachd ann an ceàrnaidhen eile",,"a","History of Christianity in other areas",,
 "3","Eachdraidh Crìosdaidheachd ann an Àisia",,"a","History of Christianity in Asia",,
 "3","Eachdraidh Crìosdaidheachd san Roinn Eòrpa",,"a","History of Christianity in Europe",,
 "3","Eachdraidh agus Cruinn-eòlas",,"a","History and Geography",,
 "3","Eachdraidh an t-saoghail",,"a","World history",,
 "3","Eachdraidh an t-saoghail àrsaidh gu ca. 499",,"a","History of ancient world to ca. 499",,
 "3","Eachdraidh cheàrnaidhean eile",,"a","History of other areas",,
 "3","Eachdraidh na Roinn Eòrpa",,"a","History of Europe",,
 "3","Eachdraidh na h-Alba",,"a","Scottish History",,
 "3","Eachdraidh nàdarra",,"a","Natural history",,
 "3","Eachdraidh nàdarra fhàs-bheairtean",,"a","Natural history of organisms",,
 "3","Eachdraidh Àisia",,"a","History of Asia",,
 "3","Eaconamas Dachaigh",,"a","Home Economics",,
 "3","Eaconamas Dachaigh","f","a","Home Economics",,
 "3","Eadailig","f","a","Italic",,
 "3","Eadailtis","f","a","Italian",,
 "3","Eadailtis, Romàinis agus litreachasan co-cheangailte",,"a","Italian, Romanian and related literatures",,
 "3","Eadar-lìon","m","a","Internet",,
 "3","Eag-sgoil","f","a","Eco School",,
 "3","Eaglais Chaitligeach na Ròimhe",,"a","the Roman Catholic Church",,
 "3","Eaglais Shasainn",,"a","the Church of England",,
 "3","Eaglais na h-Alba",,"a","the Church of Scotland",,
 "3","Ealasaid","","a","Elizabeth",,
 "3","Ealasaid a h-aon",,"a","Elizabeth I",,
 "3","Eideard","","a","Edward",,
 "3","Encore!",,"a","Encore!",,
 "3","Epicùrach","a","a","Epicurean",,
 "3","Etruscanach","a","a","Etruscan",,
 "3","Eòin Baistidh",,"a","John the Baptist",,
 "3","Eòlaiche Siostaman Oileanach",,"a","Student Systems Specialist",,
 "3","Eòlas Corporra",,"a","Physical Education",,
 "3","Eòlas Creideimh agus Moraltachd",,"a","Religious and Moral Education",,
 "3","Eòlas Gnothachais","m","a","Business Studies",,
 "3","Eòlas Pearsanta agus Sòisealta",,"a","Personal and Social Education",,
 "3","Eòlas Slàinte",,"a","Health Studies",,
 "3","Eòlas-fuadain air Obair",,"a","Virtual Work Experience",,
 "3","Eòrpach","a","a","European",,
 "3","F biorach",,"a","F sharp",,
 "3","Facaltaidh na Slàinte",,"a","Faculty of Health",,
 "3","Fairtrade","f","a","Fairtrade",,
 "3","Faoi",,"a","Jan",,
 "3","Faoilleach","m","a","January",,
 "3","Faoilteach","m","a","January",,
 "3","Fasgadh Anderson",,"a","Anderson Shelter",,
 "3","Feachd an Adhair",,"a","the (Royal) Air Force",,
 "3","Feallsanachdan Socratach agus feallsanachdan co-cheangailte",,"a","Socratic and related philosophies",,
 "3","Feartan Sgrion no Feartan Taisbeanaidh (a rèir suidheachadh)",,"a","Display Properties",,
 "3","Fiosaigs","noun","a","Physics",,
 "3","Fir-tàileisg Leòdhais",,"a","Lewis Chessmen",,
 "3","Foghlam Alba",,"a","Education Scotland",,
 "3","Foghlam Dhreuchdan",,"a","Career Education",,
 "3","Foghlam tro Mheadhan na Gàidhlig",,"a","Gaelic Medium Education",,
 "3","Foillseachadh UN air Còraichean a' Chinne-daonna",,"a","UN Declaration of Human Rights",,
 "3","Fraingis","f","a","French",,
